seg_id,time_to_failure
seg_6ac82a,3.6392775
seg_6ae32d,3.5813
seg_6b0107,5.4539204
seg_6b2ce0,5.336809
seg_6b3a9d,4.1187587
seg_6b4e04,9.71339
seg_6b536d,3.9654899
seg_6b9511,7.498904
seg_6b9d02,3.1829433
seg_6be48e,3.1927094
seg_6c292b,5.472111
seg_6c309f,3.9841342
seg_6c34c2,3.124247
seg_6c8a45,4.49151
seg_6c909f,3.465077
seg_6cfb76,5.07796
seg_6d01a3,8.535589
seg_6d35cd,2.5001643
seg_6d36a1,10.408312
seg_6d4109,8.492751
seg_6d4fa6,4.8013926
seg_6d6fad,4.0230145
seg_6da1ff,4.92661
seg_6dac5d,10.009899
seg_6dd0fc,3.4928994
seg_6de4fd,8.199626
seg_6de935,10.701075
seg_6df48e,9.165102
seg_6dfab7,3.2686515
seg_6e12ae,4.262431
seg_6e12ee,2.7195764
seg_6e1ee7,6.7539444
seg_6e572a,2.9912972
seg_6e5a38,1.9162266
seg_6e7f73,9.58828
seg_6e98aa,4.0791454
seg_6eb146,9.776491
seg_6ed49a,8.744767
seg_6edcb8,5.564822
seg_6eedcc,7.5020876
seg_6f17de,2.9240983
seg_6f2222,4.050021
seg_6f3d90,6.0046554
seg_6f60b2,3.7462435
seg_6f650f,11.031227
seg_6f9a98,5.498162
seg_6fb17f,4.9491267
seg_6fc3ef,8.401408
seg_6fc8b3,6.686619
seg_6fd5bb,7.019332
seg_7012af,10.929735
seg_7020c5,6.081951
seg_702e03,2.3718538
seg_703cea,7.895137
seg_705463,3.529864
seg_708349,8.754082
seg_70991d,4.3413754
seg_709b6a,8.091948
seg_709d08,4.729166
seg_70a60e,4.978998
seg_70b375,6.436718
seg_70be4d,10.312605
seg_70e891,4.0718756
seg_70edf5,5.739794
seg_70fb30,11.091238
seg_7120ac,5.4370723
seg_71238c,10.477875
seg_71348a,1.1418307
seg_715e2c,5.8998213
seg_715ff6,8.015074
seg_7189ca,6.710738
seg_718b53,2.4953818
seg_71936f,3.9469151
seg_71b4e0,4.129914
seg_71b975,3.3249288
seg_71c9e9,2.943759
seg_71f571,4.0389256
seg_7211f1,6.437131
seg_724df9,-1.1959664
seg_725772,7.256135
seg_725e84,2.8768919
seg_727fc7,3.2401395
seg_72858d,3.4017935
seg_72859b,3.0071657
seg_72aba8,3.7872953
seg_72b68c,10.547868
seg_72c307,6.2245607
seg_72ebda,5.3295364
seg_72f40a,7.204669
seg_730ebe,3.9953156
seg_734a88,9.192379
seg_73565e,3.696212
seg_735cdd,3.218341
seg_73858d,11.337256
seg_738be6,3.5119457
seg_739643,7.1931486
seg_739679,2.7087684
seg_739856,10.439575
seg_739fb0,3.5569205
seg_73ab4a,3.4015324
seg_73b0f7,5.931551
seg_740837,3.4017458
seg_741fc1,7.74377
seg_74235f,3.721534
seg_7428e7,6.3105
seg_743775,5.975511
seg_74537f,6.281519
seg_746d1d,4.2115088
seg_7480f4,8.368898
seg_74b264,3.2726603
seg_74b3bd,5.428422
seg_74ce61,9.050486
seg_74d58a,9.541542
seg_74d8cc,5.018407
seg_74dda9,6.0004454
seg_74f330,2.639646
seg_74fcfc,9.734516
seg_74ffde,4.8243856
seg_750244,6.2757864
seg_750c93,2.7318106
seg_750d20,5.0953264
seg_750e7e,8.091393
seg_75211e,5.5254745
seg_753190,7.828498
seg_753ba6,2.0644424
seg_7540f3,4.687537
seg_75438e,5.1477466
seg_755d50,3.4909978
seg_75654d,3.898757
seg_758374,2.0365417
seg_758ca4,2.8495026
seg_759fb1,5.1132903
seg_75a878,4.6973643
seg_75c34b,4.178796
seg_75cd6a,3.9208775
seg_75dc3e,4.054678
seg_75e669,1.5969266
seg_75e93c,3.244654
seg_75eb90,6.2663226
seg_75ffc9,5.0533295
seg_760d70,3.9272516
seg_76106f,9.562003
seg_762188,12.398946
seg_762be4,4.415215
seg_7630c5,11.390415
seg_766e42,3.6048322
seg_76b76f,11.497435
seg_76c2fa,3.8242135
seg_76d16c,5.752216
seg_76e914,3.8865
seg_76f1af,2.811957
seg_76f3f2,7.3948307
seg_76f76d,5.0731936
seg_774ad2,3.6223059
seg_77bf79,2.7697363
seg_77c546,2.0067964
seg_77db7b,9.432457
seg_77dbe7,4.116862
seg_77df38,7.315103
seg_77e7bf,3.1228762
seg_77ea14,3.723961
seg_77f9e3,2.1963973
seg_77fe77,5.291354
seg_7848f8,-0.7516021
seg_7862ed,4.219537
seg_786ff6,5.1191273
seg_78852d,4.8642707
seg_78addc,8.001252
seg_78d817,4.080772
seg_78db0a,8.577637
seg_78ded2,2.5086913
seg_78fc4b,6.341307
seg_790108,6.4030676
seg_7949da,2.1224065
seg_79c47a,3.212214
seg_79dc90,6.9087734
seg_79e301,3.2018695
seg_7a09ec,5.254263
seg_7a521c,3.7993155
seg_7a5243,4.556551
seg_7a9228,3.329355
seg_7a9f2b,-0.4576528
seg_7aeca4,6.6608386
seg_7b0936,9.835887
seg_7b2994,3.1256938
seg_7b3017,8.736275
seg_7b5f90,5.4790487
seg_7bb771,4.720059
seg_7bec10,11.810436
seg_7bf143,2.870304
seg_7c0376,2.4668722
seg_7c10c1,3.2180328
seg_7c2beb,7.2035494
seg_7c2c48,2.0196025
seg_7c6c31,7.848589
seg_7c88d1,3.3214633
seg_7c9433,5.7460575
seg_7cb417,3.6977448
seg_7cbb45,4.4444933
seg_7cd6b1,3.8824565
seg_7cdfe5,2.711525
seg_7ce9cb,5.137102
seg_7cef95,6.681823
seg_7d17eb,8.172947
seg_7d2535,2.6113496
seg_7d2e57,6.298811
seg_7d65c7,8.532419
seg_7d718e,10.456325
seg_7d88e3,8.9527
seg_7d994f,2.9408216
seg_7ddc30,9.001899
seg_7df3dd,5.5198746
seg_7e3b3e,3.125627
seg_7e9eb7,11.086931
seg_7eb108,11.658394
seg_7ebdc3,3.4714613
seg_7ed2dd,3.5821867
seg_7ef97b,2.7695713
seg_7efdd5,6.944155
seg_7f3ab0,5.782736
seg_7f5b6f,9.90851
seg_7f786b,4.441575
seg_7f93b2,3.5950606
seg_7f9b3a,5.953215
seg_7fa6ec,0.5226326
seg_7fac26,9.789766
seg_7fd3a3,4.017476
seg_7fd6b7,10.562765
seg_80211c,9.20796
seg_804fb5,6.4794507
seg_80622d,8.088753
seg_807901,3.6028047
seg_80b9b4,6.2200966
seg_80fb86,5.0599976
seg_812962,5.2079525
seg_812a50,5.621086
seg_813aab,2.7996802
seg_814b1f,2.2525425
seg_816b7a,2.933698
seg_818382,4.728509
seg_81a8ea,10.546761
seg_81bebd,7.4282417
seg_81c1a6,9.2719755
seg_81c432,3.354394
seg_81f798,2.8092952
seg_8200d2,3.0587752
seg_82303e,3.8040075
seg_82316b,3.8110533
seg_8244bf,4.3607397
seg_82456a,2.6336594
seg_826208,4.8266993
seg_827804,3.9204617
seg_827a21,4.3299866
seg_827c07,4.1666193
seg_82c138,5.568182
seg_82ce27,3.4292397
seg_82d7b6,3.544252
seg_830cff,4.0509653
seg_8310ea,7.4887943
seg_8324a4,5.8764324
seg_8328f5,4.7669144
seg_832a4d,3.7703512
seg_8344ee,3.6555552
seg_8353f5,9.794226
seg_836aac,4.0994487
seg_836ef0,2.240129
seg_83bef8,4.665708
seg_83cb2c,2.570066
seg_83dc2e,9.685948
seg_83ef67,9.581242
seg_83f476,4.4956827
seg_83f89e,6.8134885
seg_83f928,10.516913
seg_8456d3,3.8678975
seg_845a2a,10.897152
seg_8472f3,10.89175
seg_848695,2.9613686
seg_84a65d,9.679531
seg_84b9d9,4.1335163
seg_84c7fb,4.786187
seg_84fc12,8.751802
seg_8509db,5.0208282
seg_850d95,3.7123704
seg_8515fd,3.9966435
seg_853302,7.6294575
seg_854d91,9.102131
seg_857304,3.3209958
seg_85762d,4.956581
seg_8599ec,3.0503101
seg_85c1c0,4.5728316
seg_85e90e,7.1027403
seg_85e9c6,7.2015266
seg_85fb0a,2.3448486
seg_864fcf,3.0710564
seg_8658b3,7.551209
seg_86720f,6.526084
seg_8681aa,7.2300806
seg_86892f,3.622488
seg_868c85,6.0881042
seg_86cfe9,8.488255
seg_86d847,9.431036
seg_86e874,2.1748486
seg_87232d,6.027085
seg_876904,6.644753
seg_8773cf,2.4745014
seg_8777bd,9.984629
seg_8785e2,4.310229
seg_878d2c,9.508584
seg_87a616,2.8034682
seg_87a67a,4.389143
seg_87e4e8,2.6709952
seg_87f6c8,6.681537
seg_8826f4,2.519485
seg_885f53,7.65509
seg_8866f0,2.1222231
seg_88a81d,3.8504424
seg_88b289,11.116409
seg_890181,5.6281843
seg_89791c,3.5318284
seg_89885a,3.9304361
seg_899bf0,4.0169344
seg_89b090,1.8302735
seg_89d8a0,3.3521905
seg_89e207,5.362769
seg_89eed6,1.9941053
seg_89f975,3.151844
seg_8a3306,3.6840382
seg_8a41bf,3.5081506
seg_8a6b0e,2.8166685
seg_8a7201,3.412021
seg_8a8220,5.6789427
seg_8a8375,6.7065153
seg_8ab3a7,2.659648
seg_8ae847,4.6488485
seg_8aeb99,9.357561
seg_8b39c4,7.0553837
seg_8b798b,10.88372
seg_8baeab,3.570356
seg_8bc20c,1.8690846
seg_8bde47,9.18667
seg_8be2da,6.642103
seg_8be76c,1.1094921
seg_8bec6f,4.3977137
seg_8bf229,5.794158
seg_8c0114,3.0543752
seg_8c1760,8.082203
seg_8c1cca,3.3679576
seg_8c1e7d,2.3559768
seg_8c341c,8.048924
seg_8c6d4e,3.9560843
seg_8c6e34,2.7929
seg_8cd159,3.0582232
seg_8cdf83,3.9453647
seg_8ce632,3.2785897
seg_8cf573,3.7877908
seg_8d030a,4.768112
seg_8d135f,8.803539
seg_8d3a9d,7.6665826
seg_8d4435,3.9238765
seg_8d4965,5.2894707
seg_8d5113,5.932418
seg_8d6578,3.1899426
seg_8d6a7d,3.2918754
seg_8da61a,7.2853584
seg_8db6f0,5.5986567
seg_8dcf3c,8.853266
seg_8dd2ab,2.632056
seg_8dd3ba,4.2934604
seg_8dfc7e,2.7016335
seg_8dfd7a,2.3788857
seg_8e5704,7.9491267
seg_8e6a3f,7.6028585
seg_8e7194,4.477543
seg_8e7fca,4.251096
seg_8ebdea,9.696201
seg_8f1127,2.0587735
seg_8f25b0,11.136066
seg_8f3247,6.6253166
seg_8f3dfe,4.5733385
seg_8f4654,4.374639
seg_8f4781,3.4591012
seg_8f5589,5.2514744
seg_8f592b,10.413921
seg_8f6284,3.201493
seg_8fb0d0,4.571335
seg_8fb29e,8.459057
seg_8fb828,10.442216
seg_8fc754,7.1885004
seg_8fd465,2.6836371
seg_902074,6.4686184
seg_902bc1,6.430833
seg_903aba,9.295197
seg_907c52,4.4835567
seg_90a0be,1.9223955
seg_90b174,2.0981872
seg_90bf60,9.063244
seg_90c258,10.471331
seg_90e904,2.09227
seg_90ec68,10.55374
seg_90ef18,11.154978
seg_911066,3.24334
seg_9122aa,3.150117
seg_913ffc,4.316604
seg_914a62,3.3266976
seg_91596c,8.002046
seg_915b3e,3.920341
seg_91607c,4.0240927
seg_919a6a,0.911093
seg_919c5c,3.0388947
seg_91bf8c,2.955514
seg_91cff2,2.6435819
seg_91eaeb,5.0037017
seg_91f512,4.1772356
seg_91f664,2.8694272
seg_91fc29,4.168235
seg_920132,7.8192387
seg_92092a,4.9925003
seg_922914,5.293587
seg_922990,4.175809
seg_92310f,4.4290915
seg_929ded,4.294306
seg_92a5f1,5.3060875
seg_92af10,8.480521
seg_92b095,2.2395668
seg_92bd37,3.9842868
seg_92be9f,4.893096
seg_931244,10.61899
seg_93211c,7.1621675
seg_932828,9.689594
seg_934087,3.5592086
seg_939f5c,6.1465063
seg_93d864,4.7150784
seg_93f935,3.3587384
seg_941759,6.4026556
seg_943de0,10.265713
seg_944c98,2.3574271
seg_945bc8,3.750682
seg_946d71,10.660524
seg_946d9a,4.1561823
seg_947700,4.842827
seg_9485c0,3.8749213
seg_94a133,4.4289
seg_94aa0a,5.8151703
seg_94c48c,7.927868
seg_94d150,3.746879
seg_94d573,7.681525
seg_94ecad,9.205359
seg_950048,5.614273
seg_952faa,2.8693871
seg_95357d,4.0292454
seg_95644e,4.636121
seg_957ece,-0.14044571
seg_95b321,2.8269958
seg_95f45e,6.7299423
seg_961d02,2.5905066
seg_961ddf,3.1796565
seg_9626a4,2.621613
seg_96642e,3.9465241
seg_966f3d,2.997799
seg_967ae4,7.128677
seg_96cd5d,3.0733857
seg_96dab2,8.68671
seg_96db5e,4.025894
seg_96fa35,3.5810022
seg_970b35,4.0293217
seg_970e86,9.105756
seg_974049,4.10281
seg_9757ac,9.567879
seg_979a8f,2.3838549
seg_97a161,5.5393047
seg_97ad82,7.4934697
seg_97d9ed,7.8893776
seg_97e4a9,8.890489
seg_9802c3,5.310603
seg_9825e0,5.3594913
seg_983778,9.746077
seg_986976,5.2876062
seg_986b6e,10.14197
seg_9872f9,4.380192
seg_988e69,2.6847134
seg_98a819,6.567623
seg_98be13,5.6261826
seg_98c0b6,3.5312886
seg_98c44d,3.3082929
seg_98c544,3.400807
seg_98ebaa,8.354263
seg_98f624,8.876345
seg_9940e8,10.702381
seg_996c37,10.935295
seg_99ccbd,2.1411576
seg_99f677,4.8754997
seg_99f76c,4.18986
seg_9a1a4f,5.239335
seg_9a1c76,3.794157
seg_9a43ef,8.231789
seg_9a6025,4.854348
seg_9a74d8,5.664223
seg_9a7c46,5.737267
seg_9a7d1d,2.4394307
seg_9a812d,3.8954525
seg_9a81a3,6.1105165
seg_9a8a1f,1.9957402
seg_9a9041,5.6626167
seg_9a92db,3.9450693
seg_9aa6e2,2.2434287
seg_9ab405,1.9837971
seg_9ad261,4.7789764
seg_9ad925,7.860978
seg_9ae1a1,11.603752
seg_9b0439,5.9689984
seg_9b44d2,12.133531
seg_9b7ef8,11.813798
seg_9b7f93,3.5936806
seg_9bab11,11.302204
seg_9bd388,5.822901
seg_9bee43,2.2823992
seg_9c00d7,10.458364
seg_9c090f,2.1576655
seg_9c2843,1.8246257
seg_9c3d6a,9.322308
seg_9c3ef8,6.1406813
seg_9c635d,9.085913
seg_9c6715,2.933711
seg_9c8162,5.519742
seg_9c8bc8,4.5571136
seg_9ca72e,2.9872823
seg_9caf50,8.274759
seg_9cb464,3.9084802
seg_9d1b26,3.83076
seg_9d1dbe,10.397164
seg_9d2528,5.059349
seg_9d3013,7.736218
seg_9d452d,4.1978583
seg_9d57a1,7.936783
seg_9d68cf,3.5289586
seg_9d6ff0,3.7192264
seg_9d7490,4.671809
seg_9d79d4,3.8606079
seg_9dcae1,5.307796
seg_9ddc99,6.6317396
seg_9dea8d,6.0564556
seg_9df32d,4.05381
seg_9e25e9,3.4702206
seg_9e3837,3.0918994
seg_9e61da,2.8097692
seg_9e7dff,3.684866
seg_9e8323,2.3163872
seg_9e8ca4,7.638317
seg_9e962b,5.836698
seg_9ee0aa,7.5947723
seg_9f042e,6.514229
seg_9f12c6,4.088209
seg_9f22a0,6.9853973
seg_9f4fd4,8.733808
seg_9f57c4,6.9600377
seg_9f6315,4.7456326
seg_9f7542,9.887648
seg_9fc7c2,2.8517342
seg_9fd9b8,6.3421063
seg_9fe8b9,5.81724
seg_a00985,4.423554
seg_a009e6,5.9002695
seg_a03e6a,3.098737
seg_a05c22,2.3655708
seg_a06228,6.069246
seg_a0646a,1.8932287
seg_a0979e,6.587865
seg_a0a423,2.8382812
seg_a11dd5,2.940579
seg_a12acb,3.2332363
seg_a133bc,4.8079443
seg_a14212,5.1801434
seg_a16a1b,3.377122
seg_a173d8,3.2086377
seg_a18246,6.4614477
seg_a1a511,1.5274773
seg_a1acb2,4.1088495
seg_a1b3cc,4.7428303
seg_a1d8da,5.8202534
seg_a1e5b0,7.6937046
seg_a1edc1,2.7270184
seg_a247ac,10.08202
seg_a25c46,3.4144888
seg_a2986f,6.3356237
seg_a2c108,10.369251
seg_a2d47d,5.017008
seg_a2e2c8,3.743769
seg_a2fd8b,3.0565662
seg_a31d6e,7.301995
seg_a31fe3,7.873227
seg_a35c82,7.8481607
seg_a35e7c,11.288259
seg_a39ebc,3.8971624
seg_a39f3b,6.260717
seg_a39fa8,9.6607
seg_a3ab46,4.4980516
seg_a3d4d6,2.7178783
seg_a41c2c,5.7263083
seg_a4208a,4.892573
seg_a420d4,3.6308408
seg_a436bc,8.688587
seg_a437cb,3.1464906
seg_a45455,4.8247995
seg_a47cce,7.2720294
seg_a489e1,5.6753497
seg_a49ccc,4.5682616
seg_a4ad7c,10.524235
seg_a4e745,8.182799
seg_a50d28,10.357456
seg_a5271e,3.2470777
seg_a53e4c,5.1292543
seg_a543e5,7.614912
seg_a55540,9.467161
seg_a55a17,4.2657604
seg_a56c04,4.4832106
seg_a58a6e,3.1490707
seg_a5934a,9.865237
seg_a5d37f,3.1159368
seg_a5dea6,10.434886
seg_a5f4dd,4.903429
seg_a5fbcc,4.2256184
seg_a61e1c,5.2409
seg_a63573,4.873043
seg_a674d2,8.257546
seg_a68007,3.7853985
seg_a68ffb,7.5956554
seg_a69246,10.978083
seg_a6959c,9.274412
seg_a6bf91,4.9376354
seg_a6c5cc,2.586968
seg_a6cd86,4.6698036
seg_a6e801,2.567328
seg_a6e99c,2.4123058
seg_a6eed3,3.1673756
seg_a704ee,5.564844
seg_a7561c,1.9408238
seg_a7b454,4.132579
seg_a7d0eb,4.079472
seg_a7e49b,5.3124127
seg_a80123,4.1136837
seg_a802fa,9.150488
seg_a80f6f,7.4211497
seg_a82229,8.172896
seg_a84c13,4.0298243
seg_a86231,4.7335167
seg_a8685e,6.885753
seg_a86a05,5.8750334
seg_a87e79,3.0475254
seg_a88097,11.31773
seg_a88dde,7.259796
seg_a8bb2f,4.569603
seg_a8ddf7,3.6079164
seg_a8e6df,4.4046755
seg_a8e71a,3.8444972
seg_a9089b,2.7859106
seg_a91c03,6.9329863
seg_a93a88,7.0820985
seg_a96b47,3.6239305
seg_a975df,3.48617
seg_a99161,3.5743556
seg_a99799,3.513365
seg_a99be9,10.81256
seg_a9a820,2.8114138
seg_a9b957,4.018351
seg_a9f80e,6.6001086
seg_aa0180,3.1202044
seg_aa1adf,4.2334323
seg_aa508a,2.9235144
seg_aa78e0,6.332858
seg_aa7a4b,5.43762
seg_aa98cc,-0.58985436
seg_aa9b8e,6.694439
seg_aaa2ae,3.6872892
seg_aabc52,9.552077
seg_aae025,7.800211
seg_ab001b,3.8159876
seg_ab15ad,7.08615
seg_ab2a78,2.3423953
seg_ab3f14,7.7367544
seg_ab4bca,2.5138211
seg_ab644e,4.7800155
seg_ab70bd,5.8768663
seg_ab9654,11.690004
seg_aba501,3.481614
seg_abaad2,7.9586077
seg_abb03a,4.2424555
seg_abb06a,6.38438
seg_abc5fd,6.7625666
seg_abda04,8.359844
seg_abeca6,10.250841
seg_ac45ae,6.524575
seg_ac5c61,10.133153
seg_ac68bb,2.5106049
seg_ac9de5,3.4981132
seg_acd715,12.971344
seg_acf2f4,7.823514
seg_ad3a44,2.5012722
seg_ad3cf0,2.9481401
seg_ad591c,6.071369
seg_ad759c,2.2046313
seg_ad82ca,4.953801
seg_ad949a,4.0612736
seg_ada42c,3.947171
seg_ada81a,10.591425
seg_ade769,5.9845905
seg_adf94a,2.5946941
seg_adf986,5.9185286
seg_ae32a6,5.260959
seg_ae3388,7.295678
seg_ae3d92,3.9011674
seg_ae42b3,11.682114
seg_ae9626,2.69027
seg_ae9761,9.859943
seg_aec276,10.384431
seg_aed434,5.561065
seg_aee7c0,8.4877615
seg_aee9bf,3.8952608
seg_aeeb31,1.8284184
seg_af1650,2.432559
seg_af2472,2.920972
seg_af6204,4.8862476
seg_af703b,10.995136
seg_af959f,8.259021
seg_afa4a1,7.3598237
seg_afadfb,5.5233974
seg_afca81,3.621385
seg_afd665,4.07491
seg_b00f05,6.5714273
seg_b02e31,8.800083
seg_b03de5,10.861517
seg_b08e9d,11.775844
seg_b0a794,3.570489
seg_b0bf65,3.1769142
seg_b0cf32,10.227446
seg_b0d251,7.1723146
seg_b0f9cd,6.0104237
seg_b108c9,3.4729462
seg_b13220,2.4690948
seg_b13fb9,4.7583017
seg_b197e2,3.6454802
seg_b1a35c,8.335096
seg_b1b95e,3.305924
seg_b1fea8,3.3294454
seg_b20487,11.074686
seg_b21273,5.169882
seg_b23489,3.1795423
seg_b253ee,2.3624403
seg_b25dde,1.2281137
seg_b26368,4.1560507
seg_b284b2,3.8464203
seg_b291c0,4.0888977
seg_b2b29d,7.8358097
seg_b2b331,3.9363046
seg_b2e045,4.187455
seg_b31961,4.9972854
seg_b32d1d,3.2765737
seg_b35174,-1.0852084
seg_b36650,3.7127032
seg_b36c8a,3.000536
seg_b378bc,2.1420908
seg_b3883e,7.201442
seg_b3cf21,4.195846
seg_b3d886,3.1065016
seg_b402ac,5.2790565
seg_b41d3c,4.0244427
seg_b42170,2.822147
seg_b4402d,10.269556
seg_b44c2e,7.8078866
seg_b47c19,5.0877213
seg_b4c040,3.3703609
seg_b4cb44,9.329414
seg_b4f7a8,4.9241886
seg_b50239,2.5076122
seg_b51380,9.221581
seg_b51b7c,4.5942726
seg_b52710,4.216893
seg_b52add,10.352226
seg_b52dac,4.1477346
seg_b54024,2.3914557
seg_b568c6,6.6157484
seg_b57e76,5.7485986
seg_b5804a,3.5139656
seg_b58542,4.0595217
seg_b5a447,7.217553
seg_b5aee9,6.080594
seg_b6254c,2.7176027
seg_b63de1,1.7606267
seg_b64c9c,7.9532385
seg_b66b87,3.0131435
seg_b686e5,1.5929224
seg_b687fc,3.5025947
seg_b691c5,2.1328402
seg_b69455,8.532494
seg_b695b3,3.9331644
seg_b6bdaa,7.004262
seg_b6c10d,5.9723005
seg_b6cb2b,3.0383055
seg_b72413,7.9522142
seg_b735a5,6.8664894
seg_b77bf5,10.19315
seg_b782c7,6.9240212
seg_b78883,11.091381
seg_b7a8a1,4.9420085
seg_b7b098,3.4964352
seg_b7da0a,3.5841007
seg_b7eeb6,6.231367
seg_b80358,8.764896
seg_b80366,7.2984095
seg_b80b89,4.922964
seg_b8141c,4.0052624
seg_b853c1,8.71402
seg_b853f8,5.696982
seg_b86ce1,4.0927086
seg_b8725b,2.0208364
seg_b8745c,10.167177
seg_b87cf5,9.598116
seg_b88baa,6.2066555
seg_b89218,11.021376
seg_b89e47,2.1217632
seg_b8b72f,3.5953007
seg_b8bb87,12.016451
seg_b8fd73,11.418118
seg_b91011,5.4764266
seg_b917b5,6.039963
seg_b91ae2,3.8377326
seg_b9361a,4.1211195
seg_b9365c,2.1564076
seg_b947ae,3.188932
seg_b95010,3.2383199
seg_b95a77,8.916571
seg_b9619c,4.881996
seg_b9ad7f,5.1447935
seg_b9bdd7,4.998008
seg_b9d8a0,6.2480803
seg_b9de03,3.466157
seg_b9ec4b,3.7157366
seg_ba0485,8.7017565
seg_ba1d68,3.1467013
seg_ba2c48,3.8715992
seg_ba3c47,2.5926433
seg_ba3e74,3.0150647
seg_ba4ea3,10.725194
seg_ba5e7e,4.408371
seg_ba83da,4.7644086
seg_ba941e,7.192024
seg_ba98dc,2.8246253
seg_ba9dbf,3.084218
seg_baa745,5.8633327
seg_bb171f,6.791585
seg_bb180c,4.457229
seg_bb2d77,2.396702
seg_bb5e15,3.33353
seg_bb6904,2.4638171
seg_bb6fcb,5.2742844
seg_bb92b1,5.2552223
seg_bbb01e,6.4116807
seg_bbbc30,3.2343357
seg_bbf805,4.2437973
seg_bbfd4e,10.691975
seg_bc07c8,1.3778244
seg_bc1d67,6.8257127
seg_bc2186,6.0750256
seg_bc437b,9.1585245
seg_bca500,4.4484606
seg_bcc8f1,5.923042
seg_bce23c,5.596996
seg_bce305,4.2121954
seg_bcf2d9,5.3743443
seg_bcf6af,7.66948
seg_bcfad6,4.361144
seg_bd00c4,4.9129024
seg_bd2b0c,4.504616
seg_bd31bf,5.406741
seg_bd40f2,8.587135
seg_bd4d30,4.725463
seg_bd5022,1.9881287
seg_bd629b,4.059696
seg_bd6f5f,8.36159
seg_bd7109,4.4696856
seg_bdae02,10.772963
seg_bdf84b,4.8674526
seg_be0cdc,2.6954982
seg_be0dfa,7.049993
seg_be19e2,7.5914683
seg_be30ce,4.770509
seg_be4612,8.771919
seg_be62ef,6.0920734
seg_be65f2,2.4480147
seg_be811d,3.0666223
seg_beb650,6.4314003
seg_beda44,5.006688
seg_bee792,5.7979593
seg_bf1294,2.560039
seg_bf1430,4.4372683
seg_bf1a72,4.268841
seg_bf2d1f,9.340447
seg_bf4bf2,1.6272829
seg_bf4ec0,6.3358526
seg_bf58ce,6.200534
seg_bf7224,3.0864005
seg_bfdd14,0.29543585
seg_bfe0b6,11.664631
seg_bff05e,8.318594
seg_bff392,2.8695254
seg_c01a57,2.6504378
seg_c01d9a,10.083668
seg_c01f63,7.5769672
seg_c0260d,6.512189
seg_c047b7,4.240431
seg_c05a7d,10.319576
seg_c07b7c,3.4834034
seg_c08d36,4.6224985
seg_c09a41,3.7015405
seg_c0c0ed,5.5910845
seg_c0d7da,2.8175054
seg_c0e1b9,4.331308
seg_c0ea9f,4.828082
seg_c106ca,2.897543
seg_c10a58,8.468036
seg_c11828,2.0278215
seg_c11a4f,2.5330954
seg_c12d7d,10.444187
seg_c146a8,5.485008
seg_c15d21,7.2739067
seg_c17817,2.922929
seg_c179f8,6.203479
seg_c183e4,3.3394217
seg_c186dc,3.9384518
seg_c18d5a,3.9834614
seg_c1fe9a,2.6857378
seg_c20a27,4.58873
seg_c20c06,3.191798
seg_c21723,4.635801
seg_c21d60,5.5174074
seg_c22bd4,9.597794
seg_c23429,4.5517807
seg_c23641,4.414633
seg_c243a6,0.2110227
seg_c24946,3.469877
seg_c25855,9.969441
seg_c267a5,3.9020643
seg_c26fb4,3.0289836
seg_c27591,3.4841046
seg_c2a0c8,4.321968
seg_c2b8f7,3.9240901
seg_c3507f,4.874941
seg_c35940,3.0721235
seg_c365de,1.113776
seg_c3836b,4.091687
seg_c3f672,7.7545915
seg_c3f8d7,3.3028567
seg_c41d1d,4.221011
seg_c42490,3.4911087
seg_c42952,5.362077
seg_c44bbc,2.7415462
seg_c46ce6,3.0721898
seg_c472cf,8.143309
seg_c47bdc,7.473773
seg_c4af54,3.9073167
seg_c5064e,8.592756
seg_c509ff,3.5542798
seg_c522f8,6.9496202
seg_c5256d,5.8389463
seg_c52ae6,1.6804183
seg_c5325c,11.642952
seg_c550b1,10.231821
seg_c565bd,4.2487545
seg_c571ef,5.4232736
seg_c588c1,10.123175
seg_c58ca5,5.783579
seg_c5abaa,6.122523
seg_c5c455,2.1639085
seg_c5c6ea,5.3359694
seg_c5dada,4.3776803
seg_c5dee4,0.28340247
seg_c5f986,4.099716
seg_c5fc3b,8.317718
seg_c5fc87,4.8030367
seg_c607eb,0.88205063
seg_c60dca,4.153101
seg_c60f1d,3.0233297
seg_c627fc,7.2194557
seg_c62a06,3.378334
seg_c65135,2.9015694
seg_c654e7,5.146905
seg_c666dd,5.581629
seg_c671f7,6.4514427
seg_c6b514,3.2720616
seg_c6c29f,3.6104183
seg_c6f0a2,3.274579
seg_c6f533,3.3474915
seg_c6f9c2,3.2451491
seg_c703be,5.461761
seg_c70fde,5.7579517
seg_c714d0,12.338984
seg_c73df6,4.099132
seg_c747ad,11.224902
seg_c747b4,3.4120598
seg_c7a3bc,2.190741
seg_c7a401,4.0112677
seg_c7a579,6.539815
seg_c7b424,8.017025
seg_c80857,0.72294533
seg_c81e10,8.1022835
seg_c81fec,5.292316
seg_c8459f,8.891781
seg_c87c24,4.0140533
seg_c901c0,3.4674406
seg_c90be5,10.018319
seg_c9201c,1.980141
seg_c9481f,6.621994
seg_c94941,0.2683137
seg_c9831a,1.4374628
seg_c9e533,7.277315
seg_c9f80a,3.0586855
seg_ca2d1b,3.6378694
seg_ca407b,4.792701
seg_ca44a8,3.7905188
seg_ca67ee,4.224348
